"Version 2.7, Mid Year Update - Outpatient Facility",,,,,,,,,,,,
Item Code,Code Type,Description,Modifier,Service Category Code,Multiple Surgery Indicator,Primary/Pass-Through Indicator,Unit Charge,Base charge,Unit Type,Inpatient Indicator,Skilled Nursing Facility Indicator,Start Date
11772,CPT,Removal of pilonidal lesion,,30,1,1,"$5,653.51 ",$0.00,1,0,1,20060825
11900,CPT,Injection into skin lesions,,30,1,1,$229.31 ,$0.00,1,0,1,20060825
11901,CPT,Added skin lesions injection,,30,1,1,$229.31 ,$0.00,1,0,1,20060825
11920,CPT,Correct skin color defects,,30,1,1,$503.73 ,$0.00,1,0,1,20060825
11921,CPT,Correct skin color defects,,30,1,1,$503.73 ,$0.00,1,0,1,20060825
11922,CPT,Correct skin color defects,,30,1,1,$503.73 ,$0.00,1,0,1,20060825
11950,CPT,Therapy for contour defects,,30,1,1,$503.73 ,$0.00,1,0,1,20060825
11951,CPT,Therapy for contour defects,,30,1,1,$503.73 ,$0.00,1,0,1,20060825
11952,CPT,Therapy for contour defects,,30,1,1,$503.73 ,$0.00,1,0,1,20060825
11954,CPT,Therapy for contour defects,,30,1,1,$503.73 ,$0.00,1,0,1,20060825
11960,CPT,Insert tissue expander(s),,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
11970,CPT,Replace tissue expander,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
11971,CPT,Remove tissue expander(s),,30,1,1,"$5,653.51 ",$0.00,1,0,1,20060825
11976,CPT,Removal of contraceptive cap,,30,1,1,"$1,188.20 ",$0.00,1,0,1,20060825
11980,CPT,Implant hormone pellet(s),,30,0,1,$190.09 ,$0.00,1,0,1,20060825
11981,CPT,Insert drug implant device,,30,0,1,$190.09 ,$0.00,1,0,1,20060825
11982,CPT,Remove drug implant device,,30,0,1,$190.09 ,$0.00,1,0,1,20060825
11983,CPT,Remove/insert drug implant,,30,0,1,$190.09 ,$0.00,1,0,1,20060825
12001,CPT,Repair superficial wound(s),,30,1,1,$503.73 ,$0.00,1,0,1,20060825
12002,CPT,Repair superficial wound(s),,30,1,1,$503.73 ,$0.00,1,0,1,20060825
12004,CPT,Repair superficial wound(s),,30,1,1,$503.73 ,$0.00,1,0,1,20060825
12005,CPT,Repair superficial wound(s),,30,1,1,$503.73 ,$0.00,1,0,1,20060825
12006,CPT,Repair superficial wound(s),,30,1,1,$503.73 ,$0.00,1,0,1,20060825
12007,CPT,Repair superficial wound(s),,30,1,1,$503.73 ,$0.00,1,0,1,20060825
12011,CPT,Repair superficial wound(s),,30,1,1,$503.73 ,$0.00,1,0,1,20060825
12013,CPT,Repair superficial wound(s),,30,1,1,$503.73 ,$0.00,1,0,1,20060825
12014,CPT,Repair superficial wound(s),,30,1,1,$503.73 ,$0.00,1,0,1,20060825
12015,CPT,Repair superficial wound(s),,30,1,1,$503.73 ,$0.00,1,0,1,20060825
12016,CPT,Repair superficial wound(s),,30,1,1,$503.73 ,$0.00,1,0,1,20060825
12017,CPT,Repair superficial wound(s),,30,1,1,$503.73 ,$0.00,1,0,1,20060825
12018,CPT,Repair superficial wound(s),,30,1,1,$503.73 ,$0.00,1,0,1,20060825
12020,CPT,Closure of split wound,,30,1,1,$503.73 ,$0.00,1,0,1,20060825
12021,CPT,Closure of split wound,,30,1,1,$503.73 ,$0.00,1,0,1,20060825
12031,CPT,Layer closure of wound(s),,30,1,1,$503.73 ,$0.00,1,0,1,20060825
12032,CPT,Layer closure of wound(s),,30,1,1,$503.73 ,$0.00,1,0,1,20060825
12034,CPT,Layer closure of wound(s),,30,1,1,$503.73 ,$0.00,1,0,1,20060825
12035,CPT,Layer closure of wound(s),,30,1,1,$503.73 ,$0.00,1,0,1,20060825
12036,CPT,Layer closure of wound(s),,30,1,1,$503.73 ,$0.00,1,0,1,20060825
12037,CPT,Layer closure of wound(s),,30,1,1,"$1,558.31 ",$0.00,1,0,1,20060825
12041,CPT,Layer closure of wound(s),,30,1,1,$503.73 ,$0.00,1,0,1,20060825
12042,CPT,Layer closure of wound(s),,30,1,1,$503.73 ,$0.00,1,0,1,20060825
12044,CPT,Layer closure of wound(s),,30,1,1,$503.73 ,$0.00,1,0,1,20060825
12045,CPT,Layer closure of wound(s),,30,1,1,$503.73 ,$0.00,1,0,1,20060825
12046,CPT,Layer closure of wound(s),,30,1,1,$503.73 ,$0.00,1,0,1,20060825
12047,CPT,Layer closure of wound(s),,30,1,1,"$1,558.31 ",$0.00,1,0,1,20060825
12051,CPT,Layer closure of wound(s),,30,1,1,$503.73 ,$0.00,1,0,1,20060825
12052,CPT,Layer closure of wound(s),,30,1,1,$503.73 ,$0.00,1,0,1,20060825
12053,CPT,Layer closure of wound(s),,30,1,1,$503.73 ,$0.00,1,0,1,20060825
12054,CPT,Layer closure of wound(s),,30,1,1,$503.73 ,$0.00,1,0,1,20060825
12055,CPT,Layer closure of wound(s),,30,1,1,$503.73 ,$0.00,1,0,1,20060825
12056,CPT,Layer closure of wound(s),,30,1,1,$503.73 ,$0.00,1,0,1,20060825
12057,CPT,Layer closure of wound(s),,30,1,1,"$1,558.31 ",$0.00,1,0,1,20060825
13100,CPT,Repair of wound or lesion,,30,1,1,"$1,558.31 ",$0.00,1,0,1,20060825
13101,CPT,Repair of wound or lesion,,30,1,1,"$1,558.31 ",$0.00,1,0,1,20060825
13102,CPT,Repair wound/lesion add-on,,30,1,1,$503.73 ,$0.00,1,0,1,20060825
13120,CPT,Repair of wound or lesion,,30,1,1,$503.73 ,$0.00,1,0,1,20060825
13121,CPT,Repair of wound or lesion,,30,1,1,$503.73 ,$0.00,1,0,1,20060825
13122,CPT,Repair wound/lesion add-on,,30,1,1,$503.73 ,$0.00,1,0,1,20060825
13131,CPT,Repair of wound or lesion,,30,1,1,$503.73 ,$0.00,1,0,1,20060825
13132,CPT,Repair of wound or lesion,,30,1,1,$503.73 ,$0.00,1,0,1,20060825
13133,CPT,Repair wound/lesion add-on,,30,1,1,$503.73 ,$0.00,1,0,1,20060825
13150,CPT,Repair of wound or lesion,,30,1,1,"$1,558.31 ",$0.00,1,0,1,20060825
13151,CPT,Repair of wound or lesion,,30,1,1,$503.73 ,$0.00,1,0,1,20060825
13152,CPT,Repair of wound or lesion,,30,1,1,"$1,558.31 ",$0.00,1,0,1,20060825
13153,CPT,Repair wound/lesion add-on,,30,1,1,$503.73 ,$0.00,1,0,1,20060825
13160,CPT,Late closure of wound,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
14000,CPT,Skin tissue rearrangement,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
14001,CPT,Skin tissue rearrangement,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
14020,CPT,Skin tissue rearrangement,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
14021,CPT,Skin tissue rearrangement,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
14040,CPT,Skin tissue rearrangement,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
14041,CPT,Skin tissue rearrangement,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
14060,CPT,Skin tissue rearrangement,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
14061,CPT,Skin tissue rearrangement,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
14300,CPT,Skin tissue rearrangement,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
14350,CPT,Skin tissue rearrangement,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
15000,CPT,Skin graft,,30,1,1,"$1,558.31 ",$0.00,1,0,1,20060825
15001,CPT,Skin graft add-on,,30,1,1,"$1,558.31 ",$0.00,1,0,1,20060825
15040,CPT,Harvest cultured skin graft,,30,1,1,$98.79 ,$0.00,1,0,1,20060825
15050,CPT,Skin pinch graft,,30,1,1,"$1,558.31 ",$0.00,1,0,1,20060825
15100,CPT,Skin split graft,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
15101,CPT,Skin split graft add-on,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
15110,CPT,Epidrm autogrft trnk/arm/leg,,30,1,1,"$1,158.64 ",$0.00,1,0,1,20060825
15111,CPT,Epidrm autogrft t/a/l add-on,,30,1,1,"$1,158.64 ",$0.00,1,0,1,20060825
15115,CPT,Epidrm a-grft face/nck/hf/g,,30,1,1,"$1,158.64 ",$0.00,1,0,1,20060825
15116,CPT,Epidrm a-grft f/n/hf/g addl,,30,1,1,"$1,158.64 ",$0.00,1,0,1,20060825
15120,CPT,Skin split graft,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
15121,CPT,Skin split graft add-on,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
15130,CPT,"Derm autograft, trnk/arm/leg",,30,1,1,"$1,158.64 ",$0.00,1,0,1,20060825
15131,CPT,Derm autograft t/a/l add-on,,30,1,1,"$1,158.64 ",$0.00,1,0,1,20060825
15135,CPT,Derm autograft face/nck/hf/g,,30,1,1,"$1,158.64 ",$0.00,1,0,1,20060825
15136,CPT,"Derm autograft, f/n/hf/g add",,30,1,1,"$1,158.64 ",$0.00,1,0,1,20060825
15150,CPT,Cult epiderm grft t/arm/leg,,30,1,1,"$1,158.64 ",$0.00,1,0,1,20060825
15151,CPT,Cult epiderm grft t/a/l addl,,30,1,1,"$1,158.64 ",$0.00,1,0,1,20060825
15152,CPT,Cult epiderm graft t/a/l +%,,30,1,1,"$1,158.64 ",$0.00,1,0,1,20060825
15155,CPT,"Cult epiderm graft, f/n/hf/g",,30,1,1,"$1,158.64 ",$0.00,1,0,1,20060825
15156,CPT,Cult epidrm grft f/n/hfg add,,30,1,1,"$1,158.64 ",$0.00,1,0,1,20060825
15157,CPT,Cult epiderm grft f/n/hfg +%,,30,1,1,"$1,158.64 ",$0.00,1,0,1,20060825
15170,CPT,Cell graft trunk/arms/legs,,30,1,1,$98.79 ,$0.00,1,0,1,20060825
15171,CPT,Cell graft t/arm/leg add-on,,30,1,1,$98.79 ,$0.00,1,0,1,20060825
15175,CPT,"Acellular graft, f/n/hf/g",,30,1,1,$98.79 ,$0.00,1,0,1,20060825
15176,CPT,"Acell graft, f/n/hf/g add-on",,30,1,1,$98.79 ,$0.00,1,0,1,20060825
15200,CPT,Skin full graft,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
15201,CPT,Skin full graft add-on,,30,1,1,"$1,558.31 ",$0.00,1,0,1,20060825
15220,CPT,Skin full graft,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
15221,CPT,Skin full graft add-on,,30,1,1,"$1,558.31 ",$0.00,1,0,1,20060825
15240,CPT,Skin full graft,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
15241,CPT,Skin full graft add-on,,30,1,1,"$1,558.31 ",$0.00,1,0,1,20060825
15260,CPT,Skin full graft,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
15261,CPT,Skin full graft add-on,,30,1,1,"$1,558.31 ",$0.00,1,0,1,20060825
15300,CPT,"Apply skinallogrft, t/arm/lg",,30,1,1,"$1,158.64 ",$0.00,1,0,1,20060825
15301,CPT,Apply sknallogrft t/a/l addl,,30,1,1,$337.81 ,$0.00,1,0,1,20060825
15320,CPT,Apply skin allogrft f/n/hf/g,,30,1,1,$337.81 ,$0.00,1,0,1,20060825
15321,CPT,Aply sknallogrft f/n/hfg add,,30,1,1,$337.81 ,$0.00,1,0,1,20060825
15330,CPT,Aply acell alogrft t/arm/leg,,30,1,1,$337.81 ,$0.00,1,0,1,20060825
15331,CPT,Aply acell grft t/a/l add-on,,30,1,1,$337.81 ,$0.00,1,0,1,20060825
15335,CPT,"Apply acell graft, f/n/hf/g",,30,1,1,$337.81 ,$0.00,1,0,1,20060825
15336,CPT,Aply acell grft f/n/hf/g add,,30,1,1,$337.81 ,$0.00,1,0,1,20060825
15340,CPT,Apply cult skin substitute,,30,1,1,$98.79 ,$0.00,1,0,1,20060825
15341,CPT,Apply cult skin sub add-on,,30,1,1,$98.79 ,$0.00,1,0,1,20060825
15360,CPT,"Apply cult derm sub, t/a/l",,30,1,1,$98.79 ,$0.00,1,0,1,20060825
15361,CPT,Aply cult derm sub t/a/l add,,30,1,1,$98.79 ,$0.00,1,0,1,20060825
15365,CPT,Apply cult derm sub f/n/hf/g,,30,1,1,$98.79 ,$0.00,1,0,1,20060825
15366,CPT,Apply cult derm f/hf/g add,,30,1,1,$98.79 ,$0.00,1,0,1,20060825
15400,CPT,Skin heterograft,,30,1,1,"$1,558.31 ",$0.00,1,0,1,20060825
15401,CPT,Skin heterograft add-on,,30,1,1,"$1,558.31 ",$0.00,1,0,1,20060825
15420,CPT,"Apply skin xgraft, f/n/hf/g",,30,1,1,$337.81 ,$0.00,1,0,1,20060825
15421,CPT,Apply skn xgrft f/n/hf/g add,,30,1,1,$337.81 ,$0.00,1,0,1,20060825
15430,CPT,Apply acellular xenograft,,30,1,1,$337.81 ,$0.00,1,0,1,20060825
15431,CPT,Apply acellular xgraft add,,30,1,1,$337.81 ,$0.00,1,0,1,20060825
15570,CPT,Form skin pedicle flap,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
15572,CPT,Form skin pedicle flap,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
15574,CPT,Form skin pedicle flap,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
15576,CPT,Form skin pedicle flap,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
15600,CPT,Skin graft,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
15610,CPT,Skin graft,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
15620,CPT,Skin graft,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
15630,CPT,Skin graft,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
15650,CPT,Transfer skin pedicle flap,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
15732,CPT,"Muscle-skin graft, head/neck",,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
15734,CPT,"Muscle-skin graft, trunk",,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
15736,CPT,"Muscle-skin graft, arm",,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
15738,CPT,"Muscle-skin graft, leg",,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
15740,CPT,Island pedicle flap graft,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
15750,CPT,Neurovascular pedicle graft,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
15760,CPT,Composite skin graft,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
15770,CPT,Derma-fat-fascia graft,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
15775,CPT,Hair transplant punch grafts,,30,1,1,"$1,558.31 ",$0.00,1,0,1,20060825
15776,CPT,Hair transplant punch grafts,,30,1,1,"$1,558.31 ",$0.00,1,0,1,20060825
15780,CPT,Abrasion treatment of skin,,30,1,1,"$5,653.51 ",$0.00,1,0,1,20060825
15781,CPT,Abrasion treatment of skin,,30,1,1,"$1,188.20 ",$0.00,1,0,1,20060825
15782,CPT,Dressing change not for burn,,30,1,1,"$1,188.20 ",$0.00,1,0,1,20060825
15783,CPT,Abrasion treatment of skin,,30,1,1,$774.62 ,$0.00,1,0,1,20060825
15786,CPT,"Abrasion, lesion, single",,30,1,1,$229.31 ,$0.00,1,0,1,20060825
15787,CPT,"Abrasion, lesions, add-on",,30,1,1,$337.02 ,$0.00,1,0,1,20060825
15788,CPT,"Chemical peel, face, epiderm",,30,1,1,$229.31 ,$0.00,1,0,1,20060825
15789,CPT,"Chemical peel, face, dermal",,30,1,1,$480.57 ,$0.00,1,0,1,20060825
15792,CPT,"Chemical peel, nonfacial",,30,1,1,$229.31 ,$0.00,1,0,1,20060825
15793,CPT,"Chemical peel, nonfacial",,30,1,1,$229.31 ,$0.00,1,0,1,20060825
15819,CPT,"Plastic surgery, neck",,30,1,1,"$1,558.31 ",$0.00,1,0,1,20060825
15820,CPT,Revision of lower eyelid,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
15821,CPT,Revision of lower eyelid,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
15822,CPT,Revision of upper eyelid,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
15823,CPT,Revision of upper eyelid,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
15824,CPT,Removal of forehead wrinkles,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
15825,CPT,Removal of neck wrinkles,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
15826,CPT,Removal of brow wrinkles,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
15828,CPT,Removal of face wrinkles,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
15829,CPT,Removal of skin wrinkles,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
15831,CPT,Excise excessive skin tissue,,30,1,1,"$5,653.51 ",$0.00,1,0,1,20060825
15832,CPT,Excise excessive skin tissue,,30,1,1,"$5,653.51 ",$0.00,1,0,1,20060825
15833,CPT,Excise excessive skin tissue,,30,1,1,"$5,653.51 ",$0.00,1,0,1,20060825
15834,CPT,Excise excessive skin tissue,,30,1,1,"$5,653.51 ",$0.00,1,0,1,20060825
15835,CPT,Excise excessive skin tissue,,30,1,1,"$1,558.31 ",$0.00,1,0,1,20060825
15836,CPT,Excise excessive skin tissue,,30,1,1,"$4,293.64 ",$0.00,1,0,1,20060825
15837,CPT,Excise excessive skin tissue,,30,1,1,"$4,293.64 ",$0.00,1,0,1,20060825
15838,CPT,Excise excessive skin tissue,,30,1,1,"$4,293.64 ",$0.00,1,0,1,20060825
15839,CPT,Excise excessive skin tissue,,30,1,1,"$4,293.64 ",$0.00,1,0,1,20060825
15840,CPT,Graft for face nerve palsy,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
15841,CPT,Graft for face nerve palsy,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
15842,CPT,Flap for face nerve palsy,,30,1,1,"$4,779.13 ",$0.00,1,0,1,20060825
